term,lev,time,estimate,r.squared,adj.r.squared
full,700,1986-02-01T00:00:00Z,1.01094794769836,0.163177947047903,0.162977462607809
sym,700,1986-02-01T00:00:00Z,0.561079602926005,0.0623139554826468,0.0620893062146743
asym,700,1986-02-01T00:00:00Z,0.449868344772362,0.167092540613181,0.166892994024924
full,50,1986-02-01T00:00:00Z,0.020918295716312,0.00130725556921396,0.00106799041721806
sym,50,1986-02-01T00:00:00Z,0.0691923356368288,0.0172983991016897,0.0170629650813499
asym,50,1986-02-01T00:00:00Z,-0.0482740399205186,0.0402041496156349,0.0399742033170282
full,700,1986-02-02T00:00:00Z,1.13855407973763,0.1522205134196,0.152017403815724
sym,700,1986-02-02T00:00:00Z,0.415009509546845,0.0250734695652815,0.0248398982834331
asym,700,1986-02-02T00:00:00Z,0.723544570190781,0.317891378687334,0.317727960234696
full,50,1986-02-02T00:00:00Z,-0.036402430331431,0.00366169795339322,0.00342299687480041
sym,50,1986-02-02T00:00:00Z,0.0852978160511229,0.0243152986954518,0.0240815457722834
asym,50,1986-02-02T00:00:00Z,-0.121700246382556,0.236341702257608,0.236158746268691
full,700,1986-02-03T00:00:00Z,1.09328737875712,0.149935530887219,0.149731873851015
sym,700,1986-02-03T00:00:00Z,0.363193389397306,0.0205137116132424,0.0202790479121435
asym,700,1986-02-03T00:00:00Z,0.73009398935981,0.34576080164666,0.34560406010417
full,50,1986-02-03T00:00:00Z,-0.110646912856839,0.0273229652445248,0.027089932893122
sym,50,1986-02-03T00:00:00Z,0.0266928303230976,0.00192318253219326,0.00168406494295803
asym,50,1986-02-03T00:00:00Z,-0.137339743179937,0.243095754818159,0.242914416953956
full,700,1986-02-04T00:00:00Z,0.451533753845657,0.0352305430240552,0.0349994051570268
sym,700,1986-02-04T00:00:00Z,0.101201066682292,0.00219402493037035,0.0019549722291079
asym,700,1986-02-04T00:00:00Z,0.350332687163368,0.109668659082995,0.109455354976402
full,50,1986-02-04T00:00:00Z,-0.247322989680923,0.120900538081294,0.120689924889651
sym,50,1986-02-04T00:00:00Z,-0.123314993632388,0.0363507231478351,0.0361198536517038
asym,50,1986-02-04T00:00:00Z,-0.124007996048532,0.175523117122022,0.175325590317308
full,700,1986-02-05T00:00:00Z,-0.203985392190607,0.00772051887214542,0.00748279019913933
sym,700,1986-02-05T00:00:00Z,-0.286087591839029,0.0188269027834468,0.018591834959485
asym,700,1986-02-05T00:00:00Z,0.0821021996484231,0.00646755687173828,0.00622952801617338
full,50,1986-02-05T00:00:00Z,-0.243905049565035,0.159116667140544,0.158915209705743
sym,50,1986-02-05T00:00:00Z,-0.139318922152423,0.0627879536365912,0.0625634179283104
asym,50,1986-02-05T00:00:00Z,-0.104586127412608,0.168949900644962,0.168750799039941
full,700,1986-02-06T00:00:00Z,-0.837952090095484,0.115795161403286,0.115583325073963
sym,700,1986-02-06T00:00:00Z,-0.783752332270967,0.125586284067359,0.12537679347897
asym,700,1986-02-06T00:00:00Z,-0.0541997578245167,0.00250512294627336,0.00226614477735765
full,50,1986-02-06T00:00:00Z,-0.343588230586133,0.273835712302045,0.273661739065893
sym,50,1986-02-06T00:00:00Z,-0.243283346239598,0.166042902527986,0.165843104469176
asym,50,1986-02-06T00:00:00Z,-0.100304884346527,0.134770046111688,0.134562755753785
full,700,1986-02-07T00:00:00Z,-1.10085533322801,0.176281992352242,0.176084647357597
sym,700,1986-02-07T00:00:00Z,-0.959460213698803,0.166009855782409,0.165810049806315
asym,700,1986-02-07T00:00:00Z,-0.14139511952922,0.0150382951813743,0.0148023196890843
full,50,1986-02-07T00:00:00Z,-0.367014028759606,0.240491975246069,0.240310013572673
sym,50,1986-02-07T00:00:00Z,-0.287600785511802,0.178606566581736,0.178409778504731
asym,50,1986-02-07T00:00:00Z,-0.0794132432477949,0.0650214740863016,0.0647974734811474
full,700,1986-02-08T00:00:00Z,-1.43440081279681,0.239450416897575,0.239268205689357
sym,700,1986-02-08T00:00:00Z,-1.24096059149407,0.222189235710664,0.222002889097274
asym,700,1986-02-08T00:00:00Z,-0.193440221302743,0.022519068946787,0.0222848856858735
full,50,1986-02-08T00:00:00Z,-0.436594587952748,0.280539840401851,0.280367473329595
sym,50,1986-02-08T00:00:00Z,-0.346993215440236,0.214319577026906,0.214131345013735
asym,50,1986-02-08T00:00:00Z,-0.0896013725125021,0.0682343187685488,0.068011087891397
full,700,1986-02-09T00:00:00Z,-1.7777979335968,0.318860549692449,0.318697363432193
sym,700,1986-02-09T00:00:00Z,-1.58688125398181,0.314961404651305,0.314797284240345
asym,700,1986-02-09T00:00:00Z,-0.190916679614987,0.0190154259940521,0.0187804033361686
full,50,1986-02-09T00:00:00Z,-0.604595893935833,0.41837940322129,0.418240059522972
sym,50,1986-02-09T00:00:00Z,-0.483757149576317,0.323949064062445,0.323787096900026
asym,50,1986-02-09T00:00:00Z,-0.120838744359502,0.0965134861065102,0.0962970303053857
full,700,1986-02-10T00:00:00Z,-1.68232028520621,0.275111932836953,0.274938265355602
sym,700,1986-02-10T00:00:00Z,-1.50886647004885,0.274363391771816,0.274189544956237
asym,700,1986-02-10T00:00:00Z,-0.17345381515736,0.01512314429319,0.0148871891289094
full,50,1986-02-10T00:00:00Z,-0.68881816685105,0.450624194298662,0.450492575753932
sym,50,1986-02-10T00:00:00Z,-0.524662418096226,0.316189366334806,0.31602554011687
asym,50,1986-02-10T00:00:00Z,-0.164155748754807,0.147792773330614,0.147588602936107
full,700,1986-02-11T00:00:00Z,-1.33139551083387,0.178999341184866,0.178802647208149
sym,700,1986-02-11T00:00:00Z,-1.34542412176684,0.226614741785124,0.226429455427142
asym,700,1986-02-11T00:00:00Z,0.014028610932963,0.000102765872807331,-0.000136787848832975
full,50,1986-02-11T00:00:00Z,-0.628366375469852,0.385573728575491,0.38542652534803
sym,50,1986-02-11T00:00:00Z,-0.489476734791098,0.28296172590779,0.282789939066848
asym,50,1986-02-11T00:00:00Z,-0.138889640678738,0.108781978833541,0.108568462297564
full,700,1986-02-12T00:00:00Z,-1.12052935225817,0.112838689416856,0.112626144780876
sym,700,1986-02-12T00:00:00Z,-1.33358835588609,0.198147059131927,0.197954952533731
asym,700,1986-02-12T00:00:00Z,0.213059003627925,0.0210956863458822,0.020861162073325
full,50,1986-02-12T00:00:00Z,-0.604567285444999,0.305436988979877,0.3052705867252
sym,50,1986-02-12T00:00:00Z,-0.477076717520684,0.23003335631058,0.229848888978599
asym,50,1986-02-12T00:00:00Z,-0.1274905679243,0.078437571931903,0.0782167855332284
full,700,1986-02-13T00:00:00Z,-0.744666162835478,0.0512677096397606,0.0510404139305224
sym,700,1986-02-13T00:00:00Z,-1.04544746104251,0.125273030234922,0.1250634645977
asym,700,1986-02-13T00:00:00Z,0.300781298207025,0.0432518464097882,0.0430226302733266
full,50,1986-02-13T00:00:00Z,-0.763942651405921,0.370885698247879,0.370734976086463
sym,50,1986-02-13T00:00:00Z,-0.541556330546262,0.225417626294028,0.225232053133102
asym,50,1986-02-13T00:00:00Z,-0.222386320859641,0.181497395465865,0.181301299968851
full,700,1986-02-14T00:00:00Z,-0.66430631488319,0.0348611067896727,0.0346298804137238
sym,700,1986-02-14T00:00:00Z,-1.03907717052474,0.105738342508205,0.105524096782884
asym,700,1986-02-14T00:00:00Z,0.374770855641544,0.0573744252069859,0.0571485925345391
full,50,1986-02-14T00:00:00Z,-0.855040074863646,0.343321971468072,0.343164645634691
sym,50,1986-02-14T00:00:00Z,-0.529679496694177,0.159344474674925,0.159143071817875
asym,50,1986-02-14T00:00:00Z,-0.325360578169452,0.287074227904653,0.286903426330121
full,700,1986-02-15T00:00:00Z,-0.90562162740723,0.060572476618674,0.0603474101300825
sym,700,1986-02-15T00:00:00Z,-1.26298921062375,0.146054022934439,0.145849435972996
asym,700,1986-02-15T00:00:00Z,0.357367583216523,0.0487746754148454,0.0485467824286007
full,50,1986-02-15T00:00:00Z,-1.02124640536946,0.395032675567333,0.39488773849871
sym,50,1986-02-15T00:00:00Z,-0.633376935167017,0.183771624248162,0.18357607360711
asym,50,1986-02-15T00:00:00Z,-0.387869470202425,0.329062822230209,0.328902080213494
