term,lev,time,estimate,r.squared,adj.r.squared
full,700,1990-04-01T00:00:00Z,0.101615819568197,0.00128351484089739,0.00104424400113712
sym,700,1990-04-01T00:00:00Z,0.155427544002312,0.00372277422123024,0.00348408777518827
asym,700,1990-04-01T00:00:00Z,-0.0538117244341157,0.00186129145211555,0.00162215903511809
full,50,1990-04-01T00:00:00Z,0.475994290209589,0.0839224611370751,0.0837029887990629
sym,50,1990-04-01T00:00:00Z,0.301186761675259,0.0406376429546,0.0404078005116089
asym,50,1990-04-01T00:00:00Z,0.17480752853432,0.0653628042571372,0.0651388854272993
full,700,1990-04-02T00:00:00Z,-0.0991277699839943,0.00123322432077233,0.000993941432492762
sym,700,1990-04-02T00:00:00Z,-0.0336468033997619,0.00017614548362932,-6.33906578455523e-05
asym,700,1990-04-02T00:00:00Z,-0.0654809665842323,0.00278268398936088,0.0025437723180598
full,50,1990-04-02T00:00:00Z,0.580899269310681,0.101693910104774,0.101478695421042
sym,50,1990-04-02T00:00:00Z,0.160267284284461,0.00936192307974038,0.00912458765163293
asym,50,1990-04-02T00:00:00Z,0.420631985026212,0.307916923253818,0.307751115137684
full,700,1990-04-03T00:00:00Z,-0.490020454879997,0.0265668270486098,0.0263336135428716
sym,700,1990-04-03T00:00:00Z,-0.248183307198769,0.00844868052106895,0.00821112629982346
asym,700,1990-04-03T00:00:00Z,-0.241837147681231,0.0334610536152281,0.033229491816861
full,50,1990-04-03T00:00:00Z,0.4450062722438,0.0648718424533987,0.064647805999746
sym,50,1990-04-03T00:00:00Z,-0.00527667913982046,1.10313170949006e-05,-0.000228544382158358
asym,50,1990-04-03T00:00:00Z,0.450282951383618,0.383557661280362,0.38340997504684
full,700,1990-04-04T00:00:00Z,-0.527630327140921,0.0284010897911098,0.0281683157349985
sym,700,1990-04-04T00:00:00Z,-0.284134354037357,0.0102106991572672,0.00997356707752539
asym,700,1990-04-04T00:00:00Z,-0.243495973103566,0.0312781738504897,0.0310460890814075
full,50,1990-04-04T00:00:00Z,0.263685642658357,0.0280030320460462,0.0277701626239202
sym,50,1990-04-04T00:00:00Z,-0.08287812936883,0.00334575393344294,0.00310697716150554
asym,50,1990-04-04T00:00:00Z,0.346563772027188,0.279340624376136,0.279167969997692
full,700,1990-04-05T00:00:00Z,-1.22584304303422,0.141213093858434,0.141007347115228
sym,700,1990-04-05T00:00:00Z,-0.940688214623631,0.103092987137509,0.102878107642334
asym,700,1990-04-05T00:00:00Z,-0.285154828410586,0.0395138195219815,0.0392837078352355
full,50,1990-04-05T00:00:00Z,0.0880406937732336,0.00290913712936869,0.00267025575350133
sym,50,1990-04-05T00:00:00Z,-0.282642926024939,0.036262316878058,0.0360314262016992
asym,50,1990-04-05T00:00:00Z,0.370683619798178,0.297810329630298,0.297642100193218
