term,lev,time,estimate,r.squared,adj.r.squared
full,700,2012-11-01T00:00:00Z,-0.323108424585358,0.0099554322435943,0.00971823900742852
sym,700,2012-11-01T00:00:00Z,-0.528123773923535,0.0329736843484983,0.0327420057870103
asym,700,2012-11-01T00:00:00Z,0.205015349338177,0.0207261496766423,0.0204915368711025
full,50,2012-11-01T00:00:00Z,-1.73906891432164,0.120382928518387,0.120172191318703
sym,50,2012-11-01T00:00:00Z,-2.10099679413543,0.212502540299109,0.212313872963292
asym,50,2012-11-01T00:00:00Z,0.361927879813857,0.0301100226942205,0.0298776580614207
full,700,2012-11-02T00:00:00Z,-0.747876481824199,0.0524372488446211,0.0522102333316466
sym,700,2012-11-02T00:00:00Z,-0.941417027872191,0.103009368980215,0.10279446945194
asym,700,2012-11-02T00:00:00Z,0.193540546047995,0.0181596045545102,0.017924376860345
full,50,2012-11-02T00:00:00Z,-1.5355744398346,0.0888675515861604,0.0886492639847197
sym,50,2012-11-02T00:00:00Z,-2.14960108723504,0.210619820844388,0.210430702449765
asym,50,2012-11-02T00:00:00Z,0.614026647400505,0.0820562356271095,0.0818363161818836
full,700,2012-11-03T00:00:00Z,-1.37424027600606,0.16933585858801,0.169136849450154
sym,700,2012-11-03T00:00:00Z,-1.42287021079849,0.225053953085376,0.224868292796225
asym,700,2012-11-03T00:00:00Z,0.0486299347924319,0.00109651172757774,0.000857196085921608
full,50,2012-11-03T00:00:00Z,-1.34709033389013,0.0690198716239756,0.0687968289482747
sym,50,2012-11-03T00:00:00Z,-2.23431607988313,0.229642336266756,0.229457775254841
asym,50,2012-11-03T00:00:00Z,0.887225745993062,0.172895888206547,0.172697731974685
full,700,2012-11-04T00:00:00Z,-2.04203710310697,0.30849550520694,0.308329835706511
sym,700,2012-11-04T00:00:00Z,-1.85472813063367,0.31551105712025,0.315347068394117
asym,700,2012-11-04T00:00:00Z,-0.1873089724733,0.0134221183423844,0.0131857556491266
full,50,2012-11-04T00:00:00Z,-1.28015081564245,0.0691139654664916,0.0688909453336374
sym,50,2012-11-04T00:00:00Z,-2.27789299881037,0.264662373915451,0.264486202946097
asym,50,2012-11-04T00:00:00Z,0.997742183167978,0.24244648430946,0.242264990894105
full,700,2012-11-05T00:00:00Z,-2.20542358817179,0.3355327243137,0.335373532345399
sym,700,2012-11-05T00:00:00Z,-1.83653471709086,0.288457357158792,0.288286886952074
asym,700,2012-11-05T00:00:00Z,-0.368888871080932,0.048542738913346,0.0483147903601389
full,50,2012-11-05T00:00:00Z,-1.50691066215078,0.103907114213951,0.103692429765991
sym,50,2012-11-05T00:00:00Z,-2.43849513949732,0.329075907348046,0.328915168466241
asym,50,2012-11-05T00:00:00Z,0.931584477346602,0.229324494336474,0.229139857176516
