term,lev,time,estimate,r.squared,adj.r.squared
full,700,1964-09-01T00:00:00Z,1.48010229226516,0.207083430540058,0.206893464902909
sym,700,1964-09-01T00:00:00Z,1.74254582481628,0.355846572285001,0.355692247074719
asym,700,1964-09-01T00:00:00Z,-0.262443532551118,0.0336678943537245,0.0334363821099185
full,50,1964-09-01T00:00:00Z,-0.23801109960503,0.0082547761520021,0.00801717547546932
sym,50,1964-09-01T00:00:00Z,0.38216478406456,0.0257391520907244,0.025505740291992
asym,50,1964-09-01T00:00:00Z,-0.620175883669599,0.323650523100154,0.323488484413786
full,700,1964-09-02T00:00:00Z,1.57776321116325,0.246086621160133,0.24590599984273
sym,700,1964-09-02T00:00:00Z,1.57505152321096,0.30403694874246,0.303870211068464
asym,700,1964-09-02T00:00:00Z,0.00271168795229579,3.75894605764149e-06,-0.000235818495498252
full,50,1964-09-02T00:00:00Z,-0.0887500745176922,0.0017713435674459,0.0015321896008833
sym,50,1964-09-02T00:00:00Z,0.28901626882024,0.0227191437140487,0.0224850083867162
asym,50,1964-09-02T00:00:00Z,-0.377766343337938,0.185330783689006,0.185135606588788
full,700,1964-09-03T00:00:00Z,1.68531342075599,0.286624170579004,0.286453261180485
sym,700,1964-09-03T00:00:00Z,1.40080982221792,0.24549479679562,0.245314033689917
asym,700,1964-09-03T00:00:00Z,0.284503598538073,0.0422385788917176,0.0420091199983039
full,50,1964-09-03T00:00:00Z,0.203213448224248,0.0126057918932915,0.0123692336258964
sym,50,1964-09-03T00:00:00Z,0.366684061707192,0.049639950102349,0.0494122644171795
asym,50,1964-09-03T00:00:00Z,-0.163470613482952,0.0471064431543576,0.0468781504957938
full,700,1964-09-04T00:00:00Z,1.55614425580045,0.229629699789778,0.229445135750437
sym,700,1964-09-04T00:00:00Z,1.16500773776218,0.159557951732175,0.159356600019605
asym,700,1964-09-04T00:00:00Z,0.391136518038264,0.0750183310921169,0.0747967255173905
full,50,1964-09-04T00:00:00Z,0.276103834017594,0.0158639718187824,0.0156281941407322
sym,50,1964-09-04T00:00:00Z,0.340776355487299,0.0292272523829789,0.0289946762575316
asym,50,1964-09-04T00:00:00Z,-0.0646725214697148,0.00502622965350819,0.00478785548715766
full,700,1964-09-05T00:00:00Z,1.50439677467706,0.215252350637794,0.215064342096979
sym,700,1964-09-05T00:00:00Z,1.10544774157709,0.14408939961049,0.143884341967848
asym,700,1964-09-05T00:00:00Z,0.398949033099976,0.0782780983986472,0.0780572737935678
full,50,1964-09-05T00:00:00Z,0.230310556706117,0.00732549578059283,0.00708767246860931
sym,50,1964-09-05T00:00:00Z,0.206095214825997,0.00709458793356399,0.00685670930106119
asym,50,1964-09-05T00:00:00Z,0.0242153418801126,0.00046765569553453,0.000228189393592926
full,700,1964-09-06T00:00:00Z,1.60816405345643,0.288039101418515,0.287868531006781
sym,700,1964-09-06T00:00:00Z,1.21916657306912,0.205234006321751,0.205043597602614
asym,700,1964-09-06T00:00:00Z,0.388997480387316,0.0871498494256582,0.0869311502999814
