term,lev,time,estimate,r.squared,adj.r.squared
full,700,1977-01-01T00:00:00Z,-2.21708596241426,0.496164469284419,0.49604376120327
sym,700,1977-01-01T00:00:00Z,-2.09789193083922,0.550756085141363,0.550648456029035
asym,700,1977-01-01T00:00:00Z,-0.119194031575048,0.0074156962564369,0.00717789455453388
full,50,1977-01-01T00:00:00Z,-1.27161469611035,0.716136982799307,0.716068975368257
sym,50,1977-01-01T00:00:00Z,-1.23963115719695,0.823098895604113,0.823056513930803
asym,50,1977-01-01T00:00:00Z,-0.0319835389133675,0.00261621687608016,0.0023772653228642
full,700,1977-01-02T00:00:00Z,-2.37735613279246,0.508653154578705,0.508535438516075
sym,700,1977-01-02T00:00:00Z,-2.09683835303409,0.490563959662936,0.490441909820977
asym,700,1977-01-02T00:00:00Z,-0.280517779758368,0.0366215191625299,0.0363907145432588
full,50,1977-01-02T00:00:00Z,-1.22927404518276,0.704712770973694,0.704642026548915
sym,50,1977-01-02T00:00:00Z,-1.19243056225682,0.801978899504966,0.801931457938006
asym,50,1977-01-02T00:00:00Z,-0.0368434829259028,0.00365571020312083,0.00341700768999265
full,700,1977-01-03T00:00:00Z,-2.21910726397813,0.41765621993944,0.41751670298207
sym,700,1977-01-03T00:00:00Z,-1.83553790938473,0.354259547043765,0.354104841616607
asym,700,1977-01-03T00:00:00Z,-0.383569354593412,0.0645256643430887,0.0643015449526582
full,50,1977-01-03T00:00:00Z,-1.18425330026989,0.690823709023274,0.69074963708006
sym,50,1977-01-03T00:00:00Z,-1.12712530405615,0.756840655759014,0.75678240004645
asym,50,1977-01-03T00:00:00Z,-0.0571279962137018,0.0092834990013313,0.00904614478451315
full,700,1977-01-04T00:00:00Z,-1.55982725710825,0.275483727207233,0.27531014879976
sym,700,1977-01-04T00:00:00Z,-1.31859623230706,0.244061391835901,0.243880285317414
asym,700,1977-01-04T00:00:00Z,-0.241231024801185,0.0340715256867477,0.0338401101442672
full,50,1977-01-04T00:00:00Z,-1.10077827866841,0.598533135178818,0.598436952412929
sym,50,1977-01-04T00:00:00Z,-0.981312544006191,0.575287878829196,0.575186127003329
asym,50,1977-01-04T00:00:00Z,-0.119465734662196,0.0407109182296959,0.0404810933418736
full,700,1977-01-05T00:00:00Z,-1.09192886659366,0.153236799845807,0.153033933722148
sym,700,1977-01-05T00:00:00Z,-0.980595053422151,0.153209698563705,0.153006825947166
asym,700,1977-01-05T00:00:00Z,-0.11133381317151,0.00823779280537784,0.00800018806000302
full,50,1977-01-05T00:00:00Z,-1.03359659258241,0.555948919161131,0.555842534139368
sym,50,1977-01-05T00:00:00Z,-0.825788374142172,0.429192681677669,0.429055928606677
asym,50,1977-01-05T00:00:00Z,-0.20780821844021,0.129775848290943,0.129567361431406
full,700,1977-01-06T00:00:00Z,-0.674018102818985,0.0711840630350332,0.0709615388527225
sym,700,1977-01-06T00:00:00Z,-0.606390223800922,0.071429319999879,0.0712068545758253
asym,700,1977-01-06T00:00:00Z,-0.0676278790180623,0.00370572769080935,0.00346703716078789
full,50,1977-01-06T00:00:00Z,-0.872384695495784,0.516925661910784,0.516809927761745
sym,50,1977-01-06T00:00:00Z,-0.700281435932526,0.402846199318331,0.402703134200774
asym,50,1977-01-06T00:00:00Z,-0.172103259563238,0.116178534461698,0.115966789980256
full,700,1977-01-07T00:00:00Z,-0.651262877862965,0.0734029010711964,0.0731809084744238
sym,700,1977-01-07T00:00:00Z,-0.516723156066992,0.057286053957466,0.0570602001131818
asym,700,1977-01-07T00:00:00Z,-0.134539721795974,0.0161988410876954,0.0159631436370696
full,50,1977-01-07T00:00:00Z,-0.671395266425999,0.416179952706068,0.416040082067042
sym,50,1977-01-07T00:00:00Z,-0.533825190857318,0.318203360210459,0.318040016501837
asym,50,1977-01-07T00:00:00Z,-0.137570075568666,0.10090396775664,0.10068856381983
full,700,1977-01-08T00:00:00Z,-0.907060792440785,0.141735678613853,0.141530057070637
sym,700,1977-01-08T00:00:00Z,-0.650967926031396,0.0905019760449177,0.0902840800161792
asym,700,1977-01-08T00:00:00Z,-0.256092866409394,0.0584229762166728,0.0581973947543385
full,50,1977-01-08T00:00:00Z,-0.617753488332365,0.415842268565677,0.415702317024844
sym,50,1977-01-08T00:00:00Z,-0.522543625547794,0.359853187396328,0.359699822084253
