term,lev,time,estimate,r.squared,adj.r.squared
full,700,1983-06-01T00:00:00Z,-0.0321493373011678,8.63332702930597e-05,-0.000153224388242945
sym,700,1983-06-01T00:00:00Z,0.357389641406896,0.0132266708491184,0.0129902613308742
asym,700,1983-06-01T00:00:00Z,-0.389538978708065,0.0655417905986745,0.0653179146500876
full,50,1983-06-01T00:00:00Z,0.458493793748919,0.0226099873318262,0.0223758258529886
sym,50,1983-06-01T00:00:00Z,0.0358495060783603,0.00016717902043295,-7.2359269212452e-05
asym,50,1983-06-01T00:00:00Z,0.422644287670555,0.110947900701793,0.110734903073787
full,700,1983-06-02T00:00:00Z,0.337623824381151,0.0108991592027722,0.0106621920631464
sym,700,1983-06-02T00:00:00Z,0.727693426337846,0.0627705902586601,0.0625460503904901
asym,700,1983-06-02T00:00:00Z,-0.390069601956694,0.0752303978109489,0.0750088430428154
full,50,1983-06-02T00:00:00Z,0.991517065789105,0.166137386717954,0.16593761129551
sym,50,1983-06-02T00:00:00Z,0.484828226747487,0.0480424124910124,0.0478143440704304
asym,50,1983-06-02T00:00:00Z,0.5066888390416,0.250544774683986,0.250365221443613
full,700,1983-06-03T00:00:00Z,0.66908081780815,0.0466900011676286,0.046461608738584
sym,700,1983-06-03T00:00:00Z,1.06765073872539,0.14738647061457,0.147182202878733
asym,700,1983-06-03T00:00:00Z,-0.398569920917237,0.0856757836063077,0.0854567313263859
full,50,1983-06-03T00:00:00Z,1.17281968327777,0.284431250453935,0.284259815679248
sym,50,1983-06-03T00:00:00Z,0.780281105156188,0.152264628149648,0.152061529114706
asym,50,1983-06-03T00:00:00Z,0.392538578121562,0.183998886253075,0.183803390059077
full,700,1983-06-04T00:00:00Z,0.523329811543765,0.0285171230173933,0.0282843767603299
sym,700,1983-06-04T00:00:00Z,0.955923387567382,0.117959633891446,0.117748316122853
asym,700,1983-06-04T00:00:00Z,-0.432593576023619,0.100762099602776,0.100546661677429
full,50,1983-06-04T00:00:00Z,1.0255368367216,0.290442281960037,0.290272287298312
sym,50,1983-06-04T00:00:00Z,0.847213901304552,0.239731710629319,0.239549566812987
asym,50,1983-06-04T00:00:00Z,0.178322935417029,0.0507116108304048,0.0504841818919357
full,700,1983-06-05T00:00:00Z,-0.0916888338094304,0.000862856738902407,0.000623485118571576
sym,700,1983-06-05T00:00:00Z,0.298716687366335,0.0113542185405982,0.0111173604233342
asym,700,1983-06-05T00:00:00Z,-0.390405521175766,0.080894690320293,0.0806744925939682
full,50,1983-06-05T00:00:00Z,0.972722273251848,0.311883059048841,0.311718201132945
sym,50,1983-06-05T00:00:00Z,0.769428893526249,0.236011450012133,0.235828414901929
