term,lev,time,estimate,r.squared,adj.r.squared
full,700,2014-05-01T00:00:00Z,0.980136551025074,0.0802873967880301,0.0800670535673277
sym,700,2014-05-01T00:00:00Z,0.642185024329246,0.0427294238082936,0.0425000825106914
asym,700,2014-05-01T00:00:00Z,0.33795152669583,0.0493588860229943,0.0491311330009586
full,50,2014-05-01T00:00:00Z,0.177144022688137,0.00658622885948479,0.00634822843515781
sym,50,2014-05-01T00:00:00Z,-0.0499647163846422,0.000633713110851031,0.000394286592669713
asym,50,2014-05-01T00:00:00Z,0.227108739072779,0.0625154253036582,0.0622908243034913
full,700,2014-05-02T00:00:00Z,0.935395599819397,0.061135598279264,0.0609106667024263
sym,700,2014-05-02T00:00:00Z,0.511830042626839,0.0226927721111452,0.0224586304657478
asym,700,2014-05-02T00:00:00Z,0.42356555719256,0.0648226996920565,0.0645986514648624
full,50,2014-05-02T00:00:00Z,-0.120178715920503,0.00315869562942406,0.00291987404236826
sym,50,2014-05-02T00:00:00Z,-0.1323023785833,0.00462988274140508,0.0043914136189187
asym,50,2014-05-02T00:00:00Z,0.0121236626628006,0.000185633363601112,-5.39005047832664e-05
full,700,2014-05-03T00:00:00Z,0.860339900892967,0.0518141395761559,0.0515869747796959
sym,700,2014-05-03T00:00:00Z,0.300618758723948,0.00784282993219065,0.00760513056226542
asym,700,2014-05-03T00:00:00Z,0.559721142169022,0.113405443537032,0.113193034683064
full,50,2014-05-03T00:00:00Z,-0.245761799453886,0.0163807589544392,0.0161451050873942
sym,50,2014-05-03T00:00:00Z,-0.090876665477653,0.00270889428166043,0.00246996493194351
asym,50,2014-05-03T00:00:00Z,-0.154885133976229,0.0375716631863934,0.0373410862010523
full,700,2014-05-04T00:00:00Z,0.36486308740064,0.0106524065011391,0.0104153802449103
sym,700,2014-05-04T00:00:00Z,-0.0649217456037443,0.000418119799356465,0.000178641629686838
asym,700,2014-05-04T00:00:00Z,0.429784833004387,0.0764314962799896,0.076210229269036
full,50,2014-05-04T00:00:00Z,-0.277620915215168,0.0195529136603353,0.0193180197728557
sym,50,2014-05-04T00:00:00Z,-0.146549413096632,0.0065895736040118,0.00635157398101327
asym,50,2014-05-04T00:00:00Z,-0.131071502118531,0.0251686173665298,0.0249350688800339
full,700,2014-05-05T00:00:00Z,0.210376211553846,0.00370281956728569,0.00346412834054088
sym,700,2014-05-05T00:00:00Z,-0.172889237035779,0.00310032832516571,0.00286149275456793
asym,700,2014-05-05T00:00:00Z,0.383265448589626,0.0635507889126844,0.0633264359632145
full,50,2014-05-05T00:00:00Z,-0.452720060700322,0.0383418445689728,0.0381114521024106
